Nome,Squadra,R,attributi,Res. Inf.,Qt.A,Qt.I,Diff.,FVM,Pv 23_24,Mv 23_24,Fm 23_24,Gf 23_24,Gs 23_24,Rp 23_24,Rc 23_24,R+ 23_24,R- 23_24,Ass 23_24,Amm 23_24,Esp 23_24,Au 23_24,Pv 22_23,Mv 22_23,Fm 22_23,Gf 22_23,Gs 22_23,Rp 22_23,Rc 22_23,R+ 22_23,R- 22_23,Ass 22_23,Amm 22_23,Esp 22_23,Au 22_23,Pv,Mv,Fm,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au
Frendrup,Genoa,C,"['Titolare', 'Buona Media', 'Giovane talento']",60%,12,11,1,27,37.0,6.23,6.42,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,,,,,,,,,,,,,,10.0,5.8,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Reijnders,Milan,C,"['Titolare', 'Buona Media', 'Falloso']",60%,12,12,0,30,36.0,6.12,6.38,3.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazovic,Verona,C,"['Titolare', 'Buona Media', 'Assistman']",80%,11,10,1,23,31.0,5.87,6.19,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,30.0,6.25,6.82,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,34.0,6.22,6.49,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0
Pessina,Monza,C,"['Outsider', 'Titolare', 'Buona Media', 'Assistman', 'Piazzati']",60%,11,12,-1,36,37.0,6.07,6.46,6.0,0.0,0.0,5.0,4.0,1.0,2.0,3.0,1.0,0.0,35.0,6.14,6.57,5.0,0.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,0.0,24.0,5.9,6.06,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Malinovskyi,Genoa,C,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Assistman', 'Rigorista', 'Piazzati']",80%,11,11,0,26,23.0,6.22,6.63,4.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,12.0,6.0,6.38,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,29.0,6.26,6.88,6.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0
Conceicao,Juventus,C,"['Panchinaro', 'Goleador', 'Piazzati', 'Falloso']",60%,11,11,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zielinski,Inter,C,"['Titolare', 'Buona Media', 'Goleador']",60%,10,11,-1,26,27.0,5.94,6.33,3.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,37.0,6.3,6.72,3.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,34.0,6.12,6.78,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
Freuler,Bologna,C,['Titolare'],40%,10,9,1,19,32.0,6.11,6.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5.93,5.83,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0
Guendouzi,Lazio,C,"['Outsider', 'Titolare', 'Goleador', 'Assistman', 'Falloso']",60%,10,10,0,18,33.0,6.02,6.21,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambo Anguissa,Napoli,C,,,10,10,0,19,33.0,5.82,5.85,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,36.0,6.25,6.6,3.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,23.0,6.28,6.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
Fagioli,Juventus,C,"['Outsider', 'Titolare', 'Assistman', 'Giovane talento']",60%,10,10,0,18,8.0,6.06,6.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,23.0,6.13,6.59,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chukwueze,Milan,C,"['Titolare', 'Goleador', 'Assistman']",60%,10,11,-1,35,20.0,6.02,6.25,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Messias,Genoa,C,"['Outsider', 'Titolare', 'Goleador', 'Assistman', 'Rigorista', 'Piazzati']",60%,10,9,1,24,17.0,6.18,6.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,6.62,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,26.0,6.0,6.62,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Thuram K.,Juventus,C,,,10,10,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndoye,Bologna,C,"['Panchinaro', 'Assistman', 'Piazzati', 'Giovane talento']",60%,10,10,0,24,31.0,6.02,6.08,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aebischer,Bologna,C,"['Panchinaro', 'Buona Media', 'Falloso']",40%,10,10,0,20,31.0,6.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,26.0,5.87,5.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,5.88,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lovric,Udinese,C,['Titolare'],60%,10,10,0,23,29.0,5.97,6.09,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,36.0,6.18,6.71,5.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,,,,,,,,,,,,,
Le Fee,Roma,C,,,10,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristante,Roma,C,"['Titolare', 'Buona Media']",60%,9,9,0,20,37.0,6.11,6.35,3.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,36.0,5.99,5.89,1.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,34.0,5.97,5.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0
Locatelli,Juventus,C,"['Titolare', 'Buona Media', 'Goleador']",60%,9,8,1,19,35.0,5.83,5.94,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,31.0,6.15,6.08,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,29.0,6.16,6.47,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0
Lobotka,Napoli,C,"['Fuoriclasse', 'Titolare', 'Buona Media']",60%,9,9,0,16,38.0,5.93,5.91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,38.0,6.26,6.34,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,21.0,6.29,6.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Zurkowski,Empoli,C,"['Panchinaro', 'Goleador']",60%,9,10,-1,23,13.0,6.04,6.81,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,5.7,5.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,33.0,6.17,6.7,6.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
Castrovilli,Lazio,C,"['Panchinaro', 'Buona Media']",20%,9,10,-1,17,5.0,6.3,7.3,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,6.08,6.54,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,23.0,6.02,6.11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
Maldini,Monza,C,"['Outsider', 'Panchinaro']",60%,9,9,0,21,16.0,6.19,6.97,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,6.07,6.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.33,7.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ilic,Torino,C,"['Panchinaro', 'Giovane talento']",60%,9,7,2,21,28.0,6.07,6.38,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,25.0,6.06,6.34,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,32.0,6.06,6.08,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0
Baldanzi,Roma,C,"['Outsider', 'Panchinaro', 'Buona Media', 'Goleador', 'Giovane talento']",60%,9,8,1,20,24.0,6.08,6.27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,26.0,6.15,6.58,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,
Tchaouna,Lazio,C,"['Outsider', 'Panchinaro', 'Assistman', 'Giovane talento']",60%,9,9,0,16,29.0,6.07,6.52,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
De Roon,Atalanta,C,"['Titolare', 'Buona Media']",80%,8,8,0,16,30.0,5.97,5.97,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,34.0,6.1,6.26,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,30.0,5.95,6.13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
Verdi,Como,C,"['Titolare', 'Goleador', 'Rigorista', 'Piazzati']",40%,8,9,-1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.07,6.7,5.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,17.0,6.24,7.21,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
Duncan,Venezia,C,"['Titolare', 'Piazzati']",40%,8,8,0,16,26.0,6.08,6.46,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,21.0,5.88,5.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,31.0,5.92,6.13,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
Sottil,Fiorentina,C,"['Panchinaro', 'Falloso', 'Giovane talento']",60%,8,9,-1,19,18.0,5.97,6.44,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,16.0,5.97,6.06,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,22.0,6.0,6.41,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
Duda,Verona,C,"['Titolare', 'Rigorista']",80%,8,7,1,16,32.0,6.05,5.98,1.0,0.0,0.0,1.0,0.0,1.0,5.0,10.0,2.0,0.0,14.0,5.82,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,
Gaetano,Cagliari,C,"['Outsider', 'Titolare', 'Buona Media', 'Goleador', 'Assistman']",60%,8,9,-1,40,17.0,6.12,6.88,5.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,6.12,6.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ricci S.,Torino,C,,,8,8,0,20,30.0,5.9,5.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,28.0,6.16,6.3,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,30.0,5.88,5.95,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
Kone' M.,Roma,C,,,8,8,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oristanio,Venezia,C,"['Outsider', 'Titolare', 'Goleador', 'Falloso', 'Giovane talento']",60%,8,9,-1,23,24.0,6.1,6.38,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Payero,Udinese,C,"['Panchinaro', 'Goleador', 'Piazzati']",20%,8,8,0,13,28.0,5.88,6.02,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tete Morente,Lecce,C,,,8,9,-1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richardson,Fiorentina,C,"['Outsider', 'Titolare', 'Giovane talento']",60%,8,8,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Badelj,Genoa,C,"['Titolare', 'Falloso']",40%,7,6,1,9,32.0,6.05,6.14,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,,,,,,,,,,,,,,34.0,5.76,5.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Vecino,Lazio,C,"['Panchinaro', 'Buona Media']",60%,7,7,0,15,25.0,6.16,6.78,6.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,30.0,5.95,6.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,6.0,6.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
El Shaarawy,Roma,C,,,7,8,-1,19,29.0,6.05,6.4,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,26.0,6.37,7.15,7.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,24.0,5.92,6.27,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mandragora,Fiorentina,C,"['Titolare', 'Buona Media', 'Piazzati']",40%,7,8,-1,16,30.0,5.95,6.28,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,28.0,6.04,6.25,2.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,18.0,6.14,6.06,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0
Mazzitelli,Como,C,"['Titolare', 'Assistman', 'Falloso']",40%,7,8,-1,18,29.0,6.1,6.52,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Bennacer,Milan,C,"['Panchinaro', 'Buona Media']",60%,7,7,0,15,18.0,6.08,6.47,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,28.0,6.23,6.46,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,28.0,6.27,6.41,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0
Rovella,Lazio,C,"['Outsider', 'Panchinaro', 'Buona Media', 'Giovane talento']",60%,7,7,0,11,21.0,6.12,6.07,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,25.0,6.1,6.16,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,20.0,6.1,6.12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0
Weah,Juventus,C,"['Titolare', 'Assistman']",60%,7,5,2,21,25.0,5.92,5.86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fofana Y.,Milan,C,,,7,8,-1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brescianini,Atalanta,C,"['Outsider', 'Panchinaro', 'Goleador', 'Piazzati']",60%,7,4,3,38,35.0,6.09,6.44,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyasi,Empoli,C,"['Outsider', 'Titolare', 'Falloso']",60%,7,5,2,20,29.0,5.66,5.69,1.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,35.0,5.77,5.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,36.0,5.78,6.08,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0
Gilmour,Napoli,C,"['Panchinaro', 'Buona Media', 'Falloso']",60%,7,7,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karlsson,Bologna,C,"['Panchinaro', 'Goleador', 'Assistman']",40%,7,7,0,10,6.0,5.92,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marchwinski,Lecce,C,"['Outsider', 'Titolare', 'Giovane talento']",60%,7,8,-1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekkelenkamp,Udinese,C,['Panchinaro'],60%,7,6,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paz N.,Como,C,,,7,7,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viola,Cagliari,C,"['Panchinaro', 'Buona Media']",40%,6,6,0,14,25.0,6.2,6.7,5.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,,,,,,,,,,,,,,3.0,5.67,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paredes,Roma,C,"['Titolare', 'Buona Media', 'Assistman']",40%,6,7,-1,16,34.0,5.99,6.13,3.0,0.0,0.0,3.0,3.0,0.0,4.0,14.0,1.0,0.0,20.0,5.78,5.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,,,,,,,,,,,,,
Sensi,Monza,C,"['Panchinaro', 'Goleador', 'Piazzati']",20%,6,7,-1,16,1.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.02,6.26,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,14.0,5.93,6.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Barak,Fiorentina,C,"['Panchinaro', 'Buona Media', 'Goleador', 'Assistman', 'Rigorista']",40%,6,6,0,14,13.0,6.08,6.62,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,28.0,5.82,5.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,29.0,6.31,7.48,11.0,0.0,0.0,4.0,4.0,0.0,3.0,4.0,0.0,0.0
Valoti,Monza,C,,,6,6,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.71,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,
Hernani,Parma,C,"['Titolare', 'Buona Media']",60%,6,6,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,5.64,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marin,Cagliari,C,"['Titolare', 'Giovane talento']",40%,6,6,0,13,28.0,5.98,6.02,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,32.0,5.98,6.2,2.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,36.0,5.9,5.96,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0
McKennie,Juventus,C,,,6,7,-1,12,33.0,6.2,6.32,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,15.0,5.7,5.97,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,6.18,6.63,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sohm,Parma,C,"['Panchinaro', 'Assistman']",60%,6,5,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Busio,Venezia,C,"['Titolare', 'Giovane talento']",60%,6,7,-1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,5.88,5.88,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0
Oudin,Lecce,C,"['Panchinaro', 'Assistman']",40%,6,7,-1,12,31.0,6.18,6.48,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,25.0,5.98,6.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,
Iling Junior,Bologna,C,,,6,6,0,11,20.0,5.98,6.2,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0,6.19,6.62,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,
Folorunsho,Napoli,C,"['Outsider', 'Panchinaro', 'Goleador', 'Falloso']",40%,6,7,-1,15,33.0,6.0,6.41,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Forson O.,Monza,C,,,6,6,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dele-Bashiru,Lazio,C,,,6,5,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karlstrom,Udinese,C,"['Titolare', 'Buona Media']",60%,6,5,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fadera,Como,C,"['Outsider', 'Panchinaro', 'Assistman', 'Giovane talento']",60%,6,6,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keita M.,Parma,C,,,6,6,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gagliardini,Monza,C,"['Titolare', 'Buona Media', 'Falloso']",60%,5,5,0,9,32.0,5.88,5.92,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,13.0,5.62,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,15.0,6.1,6.57,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Thorsby,Genoa,C,['Panchinaro'],60%,5,5,0,10,21.0,5.98,6.31,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,35.0,5.86,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0
Henderson L.,Empoli,C,,,5,4,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.83,5.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,34.0,6.0,6.21,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0
Ikone',Fiorentina,C,,,5,5,0,13,26.0,5.79,6.08,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,30.0,6.03,6.43,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,15.0,5.87,6.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Tameze,Torino,C,"['Titolare', 'Falloso']",80%,5,5,0,9,28.0,5.79,5.73,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,37.0,5.81,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,36.0,6.25,6.58,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
Saelemaekers,Roma,C,"['Outsider', 'Panchinaro', 'Buona Media', 'Goleador', 'Assistman']",80%,5,5,0,12,30.0,6.08,6.47,4.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,29.0,5.91,6.17,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,34.0,6.01,6.16,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
Musah,Milan,C,"['Panchinaro', 'Buona Media', 'Falloso', 'Giovane talento']",60%,5,4,1,10,25.0,5.92,5.86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coulibaly L.,Lecce,C,,,5,5,0,9,27.0,5.72,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,35.0,6.06,6.23,3.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,31.0,5.79,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Fazzini,Empoli,C,"['Outsider', 'Titolare', 'Giovane talento']",80%,5,4,1,19,25.0,5.92,5.96,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,15.0,5.9,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,
Ramadani,Lecce,C,"['Titolare', 'Falloso']",60%,5,5,0,10,34.0,5.82,5.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Serdar,Verona,C,"['Titolare', 'Goleador', 'Piazzati', 'Falloso']",60%,5,5,0,10,23.0,6.07,5.96,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Deiola,Cagliari,C,['Panchinaro'],40%,4,4,0,6,22.0,5.7,5.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,,,,,,,,,,,,,,31.0,5.82,6.16,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
Linetty,Torino,C,"['Titolare', 'Buona Media', 'Falloso']",60%,4,3,1,7,26.0,5.92,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,29.0,5.95,5.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,5.78,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Kastanos,Verona,C,"['Panchinaro', 'Falloso']",60%,4,4,0,7,24.0,6.0,6.29,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,22.0,6.02,6.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,25.0,5.9,5.94,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0
Kostic,Juventus,C,"['Panchinaro', 'Goleador', 'Assistman', 'Falloso']",60%,4,4,0,7,29.0,5.91,5.98,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,36.0,6.11,6.6,3.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,,,,,,,,,,,,,
